Project Name,Customer Name,Release Version,Release Type,Planned Release Date,Owner,Release Date,Test Pass Rate %,Automation Coverage %,MTTR (hrs),SQA Bugs,SIT Bugs,Production Bugs,Critical Bugs Open,Pre-release SOP Completed,Release Notes Ready,Signoff Obtained,Rollback Plan Ready,Planned Features,Delivered Features,Deferred Features,Bug Class - Total,Bug Class - New Requirements,Bug Class - Duplicates,Bug Class - Leaks from Testing,Bug Class - TBD,JIRA IDs,CAPA Action IDs
Apotek,Apotek Sweaden,v7.8.0.9,major,2026-07-02,Ashwin,2026-07-03,92,90,8,2,3,1,1,true,true,true,true,"Tote routing v2, Warehouse automation, Real-time analytics","Tote routing v2, Warehouse automation",Real-time analytics,7,3,3,1,0,"GM-309066, GM-308741, GM-308519, GM-308507, GM-307993, GM-307242, GM-307169, GM-306630, GM-306489, GM-306452, GM-306289, GM-306288, GM-306212, GM-306091, GM-305800, GM-305740, GM-305212, GM-299485, GM-298822, GM-297791, GM-296781, GM-289758, GM-289399, GM-289392, GM-286514","GM-295231, GM-296501, GM-308466, GM-307088"
